custname,region,partnum,revenue,cost,margin
INSULATION MATERIALS CORP,01-East,734910000,4368.60,924.26,3444.34
INSULATION MATERIALS CORP,01-East,764521061,3750.00,3195.00,555.00
INSULATION MATERIALS CORP,01-East,764481000,3418.00,1282.10,2135.90
INSULATION MATERIALS CORP,01-East,768142000,3407.50,1313.67,2093.83
INSULATION MATERIALS CORP,01-East,735752000,3000.00,1367.98,1632.02
INSULATION MATERIALS CORP,01-East,766007000,2440.00,1009.12,1430.88
INSULATION MATERIALS CORP,01-East,768221000,2200.00,707.60,1492.40
INSULATION MATERIALS CORP,01-East,724003000,2166.00,295.76,1870.24
INSULATION MATERIALS CORP,01-East,765502000,1900.00,529.54,1370.46
INSULATION MATERIALS CORP,01-East,734311100,1748.70,202.23,1546.47
INSULATION MATERIALS CORP,01-East,734900000,1619.40,567.42,1051.98
INSULATION MATERIALS CORP,01-East,764901050,1370.00,631.79,738.21
INSULATION MATERIALS CORP,01-East,768222000,1320.00,429.60,890.40
INSULATION MATERIALS CORP,01-East,734651200,1209.11,221.24,987.87
INSULATION MATERIALS CORP,01-East,764825000,1032.00,774.63,257.37
INSULATION MATERIALS CORP,01-East,768211000,754.00,321.79,432.21
INSULATION MATERIALS CORP,01-East,733403200,739.20,131.34,607.86
INSULATION MATERIALS CORP,01-East,768121000,630.00,287.66,342.34
INSULATION MATERIALS CORP,01-East,740402402,624.00,193.66,430.34
INSULATION MATERIALS CORP,01-East,764301000,560.00,266.94,293.06
INSULATION MATERIALS CORP,01-East,764261000,477.00,206.04,270.96
INSULATION MATERIALS CORP,01-East,730710500,457.00,70.96,386.04
INSULATION MATERIALS CORP,01-East,764761000,434.00,214.99,219.01
INSULATION MATERIALS CORP,01-East,734990000,339.36,55.29,284.07
INSULATION MATERIALS CORP,01-East,739561200,182.46,72.33,110.13
INSULATION MATERIALS CORP,01-East,768122000,126.00,55.92,70.08
INSULATION MATERIALS CORP,01-East,764781050,110.00,49.38,60.62
INSULATION MATERIALS CORP,01-East,768131000,107.00,44.16,62.84
INSULATION SALES,01-East,735602000,1960.00,690.37,1269.63
INSULCON BENELUX B.V.,01-East,768242701,344050.08,277840.52,66209.56
INSULCON BENELUX B.V.,01-East,768242821,17427.76,13388.16,4039.60
INSULSHIELD TECHNOLOGY,01-East,735990100,2480.00,1214.02,1265.98
INSULSHIELD TECHNOLOGY,01-East,768222130,1468.80,669.40,799.40
INTEGRAL PRODUCTS,01-East,733464600,298.00,31.31,266.69
INTELLIFUSE TECH.,01-East,740361900,667.20,220.63,446.57
INTERNATIONAL CRYSTAL LAB,01-East,739741100,428.48,168.32,260.16
"INTERNATIONAL PAINT, INC.",01-East,723800000,939270.25,305588.85,633681.40
INTERNATIONAL TECHNIFAB,01-East,764821000,401090.00,172793.44,228296.56
INTERNATIONAL TECHNIFAB,01-East,735602000,364004.00,118504.42,245499.58
INTERNATIONAL TECHNIFAB,01-East,734173000,181632.00,72254.74,109377.26
INTERNATIONAL TECHNIFAB,01-East,764901050,172626.00,66515.38,106110.62
INTERNATIONAL TECHNIFAB,01-East,764521000,121778.00,43745.80,78032.20
INTERNATIONAL TECHNIFAB,01-East,764601000,82870.00,29104.12,53765.88
INTERNATIONAL TECHNIFAB,01-East,739452000,52202.89,31721.27,20481.62
INTERNATIONAL TECHNIFAB,01-East,764821073,51070.00,51759.00,-689.00
INTERNATIONAL TECHNIFAB,01-East,764821161,38340.00,40176.00,-1836.00
INTERNATIONAL TECHNIFAB,01-East,764781000,36021.60,10515.99,25505.61
INTERNATIONAL TECHNIFAB,01-East,764901000,33448.50,15044.76,18403.74
INTERNATIONAL TECHNIFAB,01-East,764561000,31920.00,12147.95,19772.05
INTERNATIONAL TECHNIFAB,01-East,764521073,28120.00,23865.00,4255.00
INTERNATIONAL TECHNIFAB,01-East,764827550,27264.00,10919.35,16344.65
INTERNATIONAL TECHNIFAB,01-East,764861000,24194.00,5949.81,18244.19
INTERNATIONAL TECHNIFAB,01-East,764522000,22990.00,8190.87,14799.13
INTERNATIONAL TECHNIFAB,01-East,735750000,22483.00,8454.23,14028.77
INTERNATIONAL TECHNIFAB,01-East,764605000,19768.00,6708.54,13059.46
INTERNATIONAL TECHNIFAB,01-East,739561100,18976.96,5485.15,13491.81
INTERNATIONAL TECHNIFAB,01-East,733525500,18130.00,3104.03,15025.97
INTERNATIONAL TECHNIFAB,01-East,740063000,17701.32,7744.17,9957.15
INTERNATIONAL TECHNIFAB,01-East,735602110,17688.00,6006.35,11681.65
INTERNATIONAL TECHNIFAB,01-East,754095000,13113.60,5108.65,8004.95
INTERNATIONAL TECHNIFAB,01-East,768141000,11826.00,3241.74,8584.26
INTERNATIONAL TECHNIFAB,01-East,768142000,11826.00,3354.06,8471.94
INTERNATIONAL TECHNIFAB,01-East,764602000,11280.00,3948.78,7331.22
INTERNATIONAL TECHNIFAB,01-East,735752000,10797.00,3930.84,6866.16
INTERNATIONAL TECHNIFAB,01-East,779988831,9222.00,3288.30,5933.70
INTERNATIONAL TECHNIFAB,01-East,764521061,9120.00,7668.00,1452.00
INTERNATIONAL TECHNIFAB,01-East,764862000,8153.50,2345.06,5808.44
INTERNATIONAL TECHNIFAB,01-East,780640000,7968.33,1783.64,6184.69
INTERNATIONAL TECHNIFAB,01-East,733444200,7656.40,1289.16,6367.24
INTERNATIONAL TECHNIFAB,01-East,764902000,6495.00,2887.48,3607.52
INTERNATIONAL TECHNIFAB,01-East,764901073,5880.00,5832.00,48.00
INTERNATIONAL TECHNIFAB,01-East,735862000,5088.00,2467.32,2620.68
INTERNATIONAL TECHNIFAB,01-East,733423700,4915.84,778.71,4137.13
INTERNATIONAL TECHNIFAB,01-East,764762000,4614.40,1696.40,2918.00
INTERNATIONAL TECHNIFAB,01-East,754487000,4462.75,1708.65,2754.10
INTERNATIONAL TECHNIFAB,01-East,733464500,3752.00,729.52,3022.48
INTERNATIONAL TECHNIFAB,01-East,739541100,3286.42,585.01,2701.41
INTERNATIONAL TECHNIFAB,01-East,764901061,2940.00,2984.00,-44.00
INTERNATIONAL TECHNIFAB,01-East,734990000,2395.52,442.34,1953.18
INTERNATIONAL TECHNIFAB,01-East,764900005,2352.00,918.56,1433.44
INTERNATIONAL TECHNIFAB,01-East,764562000,1831.50,717.53,1113.97
INTERNATIONAL TECHNIFAB,01-East,724281400,1022.00,178.16,843.84
INTERNATIONAL TECHNIFAB,01-East,754387000,927.96,385.13,542.83
INTERNATIONAL TECHNIFAB,01-East,733383000,912.56,163.93,748.63
INTERNATIONAL TECHNIFAB,01-East,733570000,896.40,183.35,713.05
INTERNATIONAL TECHNIFAB,01-East,754895000,885.96,193.27,692.69
INTERNATIONAL TECHNIFAB,01-East,724261200,702.00,98.66,603.34
INTERNATIONAL TECHNIFAB,01-East,734414100,698.42,106.12,592.30
INTERNATIONAL TECHNIFAB,01-East,767960000,612.04,173.18,438.86
INTERNATIONAL TECHNIFAB,01-East,734651200,584.00,73.50,510.50
INTERNATIONAL TECHNIFAB,01-East,777601000,493.76,130.82,362.94
INTERNATIONAL TECHNIFAB,01-East,733211000,490.60,100.59,390.01
INTERNATIONAL TECHNIFAB,01-East,770800000,483.00,10.22,472.78
INTERNATIONAL TECHNIFAB,01-East,767990000,481.50,176.94,304.56
INTERNATIONAL TECHNIFAB,01-East,770300000,325.05,35.37,289.68
INTERNATIONAL TECHNIFAB,01-East,767970000,231.12,71.89,159.23
INTERNATIONAL TECHNIFAB,01-East,779957257,225.00,102.09,122.91
INTERNATIONAL TECHNIFAB,01-East,734900000,47.62,18.91,28.71
INTERNATIONAL TURBING SYS,01-East,764481000,346.00,16.94,329.06
INTERTEK TESTING SERVICES,01-East,781540000,15192.00,5679.70,9512.30
INTERTEK TESTING SERVICES,01-East,779958512,4712.76,1798.24,2914.52
INTERTEK TESTING SERVICES,01-East,766121000,1744.00,383.18,1360.82
IPR/GDF SUEZ N.A.,01-East,735655000,1301.60,95.99,1205.61
"IRWIN INTERNATIONAL, INC.",01-East,733525500,8550.00,812.55,7737.45
"IRWIN INTERNATIONAL, INC.",01-East,733505200,800.00,83.83,716.17
J & M AIRCRAFT,01-East,770520000,958.50,41.85,916.65
J D SUPPLY,01-East,733721000,410.40,97.80,312.60
J T THORPE & SON INC,01-East,780670000,5830.35,2234.71,3595.64
J T THORPE & SON INC,01-East,777993000,2163.30,650.34,1512.96
J-THERM LLC,01-East,779905209,1643.52,0.00,1643.52
"J. T. THORPE & SON, INC.",01-East,770430000,2950.00,177.09,2772.91
"J. T. THORPE & SON, INC.",01-East,770720000,1010.00,27.12,982.88
J. T. THORPE,01-East,734830000,12312.00,1634.76,10677.24
J.W. DUBOIS & SONS,01-East,768241000,728.50,35.38,693.12
JAMES AVERY CRAFTSMAN INC,01-East,737301000,1615.36,643.84,971.52
JIMCO CORPORATION,01-East,734900000,1682.50,472.84,1209.66
"JM SUPPLY, INC.",01-East,735602000,8736.00,2353.60,6382.40
JOHNSON MATTHEY GPT,01-East,764821000,878.00,61.43,816.57
JOHNSON MATTHEY,01-East,766121000,460.35,23.95,436.40
JOHNSON PACKINGS & INDUST,01-East,740063000,1109.80,240.20,869.60
JOHNSON PACKINGS & INDUST,01-East,733384000,1056.00,141.33,914.67
JOHNSON PACKINGS & INDUST,01-East,740023000,680.40,118.54,561.86
JOHNSON PACKINGS & INDUST,01-East,733464500,596.00,59.04,536.96
JOHNSON PACKINGS & INDUST,01-East,733444300,302.00,41.25,260.75
JUN KANEKO STUDIOS,01-East,734311100,808.72,70.60,738.12
"K&L REFRACTORIES, INC.",01-East,733211000,2070.00,473.89,1596.11
"K.R. ANDERSON, INC.",01-East,734010000,502.25,45.30,456.95
KAISER CONSTRUCTION,01-East,735655000,676.80,47.99,628.81
KELLER TECHNOLOGY,01-East,724311200,27985.50,6041.36,21944.14
KELLER TECHNOLOGY,01-East,770512000,22335.30,1241.27,21094.03
KELLER TECHNOLOGY,01-East,779989700,7872.00,1572.45,6299.55
KELLER TECHNOLOGY,01-East,740283502,5206.08,774.57,4431.51
KELLER TECHNOLOGY,01-East,770500000,4592.70,270.10,4322.60
KELLER TECHNOLOGY,01-East,734851000,3644.56,731.20,2913.36
KEN MAXWELL,01-East,733464500,298.00,29.52,268.48
KENNAMETAL INC,01-East,766121000,1750.00,54.50,1695.50
KENNAMETAL INC,01-East,734651200,292.00,36.75,255.25
KENNETH CROSBY,01-East,770210000,440.00,30.32,409.68
KENNETH INDUSTRIAL,01-East,764482000,345.60,51.14,294.46
KEYSTONE TOOL & DIE,01-East,770500000,11452.50,498.39,10954.11
KIEWIT POWER CONSTRUCTORS,01-East,734611100,714.88,107.84,607.04
KINGSBURY INC.,01-East,733211050,2326.00,260.92,2065.08
KINGSBURY INC.,01-East,733141200,496.00,59.97,436.03
KINGSTON HOSPITAL,01-East,764521000,4020.00,265.42,3754.58
KINGSTON HOSPITAL,01-East,734351200,1945.80,147.24,1798.56
KINGSTON HOSPITAL,01-East,739541200,522.24,80.45,441.79
KIRK & BLUM,01-East,789160000,16116.48,6545.22,9571.26
KIRK & BLUM,01-East,784180000,4916.80,1773.78,3143.02
KIRK & BLUM,01-East,764521000,3820.00,530.84,3289.16
KMI SYSTEMS INC,01-East,764345052,4590.00,2024.64,2565.36
KMI SYSTEMS INC,01-East,765662000,3640.00,1132.50,2507.50
KMI SYSTEMS INC,01-East,764605000,3450.00,1293.88,2156.12
KNOWLTON TECHNOLOGIES,01-East,723960000,50111.00,11308.04,38802.96
KOSHII MAXELUM AMERICA,01-East,768241000,534.00,70.76,463.24
KREEM PRODUCT CO.,01-East,734464300,5951.55,672.58,5278.97
KREISLER INDUSTRIAL CORP,01-East,770800000,20180.00,357.66,19822.34
KTEC EQUIPMENT & SUPPLIES,01-East,727000140,510.40,31.68,478.72
KTEC EQUIPMENT & SUPPLIES,01-East,764301000,322.00,19.06,302.94
LABARGE ELECTRONICS,01-East,791104277,5457.78,2598.84,2858.94
LACO SALES INC,01-East,764482000,4979.00,430.81,4548.19
LANE REFRACTORIES,01-East,754045000,9919.80,6217.82,3701.98
LANE REFRACTORIES,01-East,764521000,2240.00,531.88,1708.12
LANE REFRACTORIES,01-East,734990000,1557.12,331.76,1225.36
LANE REFRACTORIES,01-East,766686000,1200.00,361.13,838.87
LANE REFRACTORIES,01-East,764821000,775.00,156.55,618.45
LANE REFRACTORIES,01-East,733151500,620.00,95.38,524.62
LANE REFRACTORIES,01-East,764481000,296.00,67.76,228.24
LAWRENCE ELECTRONICS CO.,01-East,733464600,313.00,34.97,278.03
LEWIS-GOETZ & CO.,01-East,770430000,1393.75,92.06,1301.69
LEWIS-GOETZ & CO.,01-East,770372000,973.00,44.11,928.89
"LIMCO AIREPAIR, INC.",01-East,733444200,664.00,69.38,594.62
LMB INDUSTRIAL SERVICES,01-East,779958687,22875.84,11924.97,10950.87
LMB INDUSTRIAL SERVICES,01-East,764821000,8960.00,1731.97,7228.03
LMB INDUSTRIAL SERVICES,01-East,784180000,7340.74,3015.44,4325.30
LMB INDUSTRIAL SERVICES,01-East,784140000,5548.60,2226.00,3322.60
LMB INDUSTRIAL SERVICES,01-East,780290000,5148.48,2407.82,2740.66
LMB INDUSTRIAL SERVICES,01-East,779958690,4876.80,2603.25,2273.55
LMB INDUSTRIAL SERVICES,01-East,784100000,4599.18,2682.89,1916.29
LMB INDUSTRIAL SERVICES,01-East,779958688,4381.92,1942.35,2439.57
LMB INDUSTRIAL SERVICES,01-East,779958689,4118.40,2175.90,1942.50
LMB INDUSTRIAL SERVICES,01-East,779958691,2322.72,1039.53,1283.19
LMB INDUSTRIAL SERVICES,01-East,780210000,2023.20,1129.62,893.58
LMB INDUSTRIAL SERVICES,01-East,779958250,1161.36,494.76,666.60
LMB INDUSTRIAL SERVICES,01-East,767990000,668.00,224.12,443.88
LMB INDUSTRIAL SERVICES,01-East,781590000,412.48,193.94,218.54
LMB INDUSTRIAL SERVICES,01-East,777642000,330.00,95.01,234.99
LOCKHEED MARTIN,01-East,779988846,800.45,267.61,532.84
LOCKHEED MARTIN,01-East,739370000,379.52,138.24,241.28
LONE STAR GASKET,01-East,733464500,626.00,65.05,560.95
"LONE STAR INDUCTION, INC",01-East,727000140,666.00,47.51,618.49
LONGHORN GASKET & SUPPLY,01-East,733141200,520.00,66.98,453.02
LUCIFER FURNACES INC,01-East,737321000,10866.24,8200.34,2665.90
LUFKIN RUBBER & GASKET,01-East,733741000,2516.40,755.83,1760.57
LUFKIN RUBBER & GASKET,01-East,777601000,1557.70,235.18,1322.52
LUVATA WATERBURY INC.,01-East,733211000,912.00,94.78,817.22
LUVATA WATERBURY INC.,01-East,733151500,450.00,47.69,402.31
LVR INC.,01-East,718501000,5525.00,680.30,4844.70
LVR INC.,01-East,718500000,1414.40,172.54,1241.86
LYDALL INC TECH PAPERS DI,01-East,722413100,47235.80,4720.90,42514.90
LYNN MANUFACTURING INC.,01-East,727000060,123198.00,53223.43,69974.57
LYNN MANUFACTURING INC.,01-East,727000100,76549.44,55157.97,21391.47
LYNN MANUFACTURING INC.,01-East,739741100,73474.31,39855.07,33619.24
LYNN MANUFACTURING INC.,01-East,726000062,67575.00,31194.05,36380.95
LYNN MANUFACTURING INC.,01-East,726020056,59598.00,26213.03,33384.97
LYNN MANUFACTURING INC.,01-East,739781100,46746.90,26491.68,20255.22
LYNN MANUFACTURING INC.,01-East,739761100,27596.43,14152.22,13444.21
LYNN MANUFACTURING INC.,01-East,734761300,17930.00,4255.19,13674.81
LYNN MANUFACTURING INC.,01-East,737321000,17078.88,6076.56,11002.32
LYNN MANUFACTURING INC.,01-East,764902000,16014.60,2755.01,13259.59
LYNN MANUFACTURING INC.,01-East,724003000,12163.65,5060.13,7103.52
LYNN MANUFACTURING INC.,01-East,737311000,11640.54,3006.45,8634.09
LYNN MANUFACTURING INC.,01-East,764821000,9824.40,1552.07,8272.33
LYNN MANUFACTURING INC.,01-East,733525500,6192.50,909.75,5282.75
LYNN MANUFACTURING INC.,01-East,739561200,4332.23,1273.03,3059.20
LYNN MANUFACTURING INC.,01-East,739761101,3718.52,1733.68,1984.84
LYNN MANUFACTURING INC.,01-East,737301000,2863.39,1134.56,1728.83
LYNN MANUFACTURING INC.,01-East,739781101,2819.72,1142.20,1677.52
LYNN MANUFACTURING INC.,01-East,726020030,2303.10,1092.17,1210.93
LYNN MANUFACTURING INC.,01-East,764761000,659.20,188.86,470.34
LYNN MANUFACTURING INC.,01-East,733464500,599.30,91.57,507.73
LYNN MANUFACTURING INC.,01-East,764781000,558.00,118.32,439.68
LYNN MANUFACTURING INC.,01-East,733423700,465.92,72.44,393.48
M CUBED TECHNOLOGIES INC,01-East,734351200,917.85,69.73,848.12
M DAVIS & SONS,01-East,734910000,362.00,53.09,308.91
M&M INSULATION,01-East,735602000,111346.00,34972.94,76373.06
M&M INSULATION,01-East,768221000,44820.00,9132.96,35687.04
M&M INSULATION,01-East,735750000,6408.00,1861.36,4546.64
M&M INSULATION,01-East,768241000,5015.00,1038.97,3976.03
M&M INSULATION,01-East,764901000,3630.00,710.33,2919.67
M&M INSULATION,01-East,735602110,2650.00,892.53,1757.47
M&M INSULATION,01-East,735752000,2340.00,644.40,1695.60
MAC ARTHUR COMPANY INC.,01-East,735602000,24000.00,8069.50,15930.50
MAC ARTHUR COMPANY INC.,01-East,735602110,24000.00,8400.65,15599.35
MAC ARTHUR COMPANY,01-East,735602000,41040.00,13117.04,27922.96
MAC ARTHUR COMPANY,01-East,735602110,10800.00,3570.13,7229.87
MAGELLAN AEROSPACE,01-East,724003000,695.50,81.82,613.68
MAGELLAN AEROSPACE,01-East,734311100,404.36,35.30,369.06
MALYN INDUSTRIAL CERAMICS,01-East,733525600,1435.00,130.98,1304.02
MALYN INDUSTRIAL CERAMICS,01-East,734211200,486.92,46.75,440.17
MARIND INDUSTRIES,01-East,727063007,1845.00,948.54,896.46
MARIND INDUSTRIES,01-East,727063005,1599.00,804.28,794.72
MARIND INDUSTRIES,01-East,727063016,426.40,217.28,209.12
MARK STEEL,01-East,764901000,11025.00,2882.57,8142.43
MARLIN ENGINEERING INC.,01-East,733464500,313.00,32.53,280.47
MATERION ADVANCED MATLS.,01-East,764821000,10208.00,850.65,9357.35
MATERION ADVANCED MATLS.,01-East,740283401,1647.80,292.43,1355.37
MATERION ADVANCED MATLS.,01-East,739681100,1208.44,481.84,726.60
MATERION ADVANCED MATLS,01-East,764821000,1908.25,156.56,1751.69
MATERION ADVANCED MATLS,01-East,739681100,628.42,414.00,214.42
MATERION BREWSTER LLC,01-East,733151500,2744.00,298.97,2445.03
MATERION BREWSTER LLC,01-East,764821000,1778.05,125.25,1652.80
MATERION BREWSTER LLC,01-East,739541000,399.74,90.50,309.24
MATRIX INDUSTRIAL,01-East,740103000,824.88,135.47,689.41
MATRIX SOLUTIONS,01-East,734351204,5832.00,858.19,4973.81
MAYNARD INC.,01-East,724121700,583.00,162.85,420.15
MCCONNELL AFB,01-East,740402402,1022.50,193.66,828.84
MCJUNKIN RED MAN CORP.,01-East,770830000,2020.00,61.94,1958.06
MCNEIL INC.,01-East,734351203,389757.00,68680.02,321076.98
MCNEIL INC.,01-East,764521000,155750.00,76230.46,79519.54
MCNEIL INC.,01-East,733525500,129525.00,31288.64,98236.36
MCNEIL INC.,01-East,754525000,117176.24,45154.66,72021.58
MCNEIL INC.,01-East,764821000,109310.00,38251.71,71058.29
MCNEIL INC.,01-East,739741100,69263.36,78273.85,-9010.49
MCNEIL INC.,01-East,734351200,67463.90,11351.75,56112.15
MCNEIL INC.,01-East,764481000,41722.20,16752.04,24970.16
MCNEIL INC.,01-East,733202000,38228.00,15639.90,22588.10
MCNEIL INC.,01-East,739561100,27534.36,11563.39,15970.97
MCNEIL INC.,01-East,764601000,24800.00,8193.87,16606.13
MCNEIL INC.,01-East,764521061,24750.00,28755.00,-4005.00
MCNEIL INC.,01-East,779988972,23782.50,19426.00,4356.50
MCNEIL INC.,01-East,754085000,21894.69,9293.31,12601.38
MCNEIL INC.,01-East,764901000,20202.64,5998.38,14204.26
MCNEIL INC.,01-East,734910000,18828.00,6297.26,12530.74
MCNEIL INC.,01-East,777601000,17372.64,4991.49,12381.15
MCNEIL INC.,01-East,734311100,16660.00,3530.13,13129.87
MCNEIL INC.,01-East,733444220,15393.60,4726.81,10666.79
MCNEIL INC.,01-East,733566100,12686.40,3766.76,8919.64
MCNEIL INC.,01-East,770850000,12348.80,546.16,11802.64
MCNEIL INC.,01-East,779959708,12215.52,3923.36,8292.16
MCNEIL INC.,01-East,739451000,12006.40,10219.16,1787.24
MCNEIL INC.,01-East,764821161,10800.00,8928.00,1872.00
MCNEIL INC.,01-East,733464400,10752.00,3983.12,6768.88
MCNEIL INC.,01-East,764221000,9195.60,4957.78,4237.82
MCNEIL INC.,01-East,764482000,8108.40,3228.29,4880.11
MCNEIL INC.,01-East,738521000,7647.54,7956.21,-308.67
MCNEIL INC.,01-East,733586500,7128.00,1632.17,5495.83
MCNEIL INC.,01-East,734900000,6440.00,3356.65,3083.35
MCNEIL INC.,01-East,734211200,6008.20,778.64,5229.56
MCNEIL INC.,01-East,734651200,5892.90,1250.97,4641.93
MCNEIL INC.,01-East,739452000,5708.64,4936.64,772.00
MCNEIL INC.,01-East,734751200,4844.68,937.91,3906.77
MCNEIL INC.,01-East,771320000,4712.58,768.70,3943.88
MCNEIL INC.,01-East,793336074,4302.00,2707.80,1594.20
MCNEIL INC.,01-East,727000140,4250.40,1153.24,3097.16
MCNEIL INC.,01-East,779959709,3995.56,1557.22,2438.34
MCNEIL INC.,01-East,793330000,3764.25,910.46,2853.79
MCNEIL INC.,01-East,779951021,3455.60,2940.82,514.78
MCNEIL INC.,01-East,733403100,3431.40,553.38,2878.02
MCNEIL INC.,01-East,739541100,3358.66,1258.00,2100.66
MCNEIL INC.,01-East,764522000,3301.00,1616.85,1684.15
MCNEIL INC.,01-East,770500000,2845.80,167.22,2678.58
MCNEIL INC.,01-East,764822000,2736.00,966.75,1769.25
MCNEIL INC.,01-East,739781100,2649.79,1977.19,672.60
MCNEIL INC.,01-East,739721000,2627.57,1840.55,787.02
MCNEIL INC.,01-East,733545700,2588.30,771.07,1817.23
MCNEIL INC.,01-East,740063000,2390.30,716.82,1673.48
MCNEIL INC.,01-East,733423700,2177.28,488.86,1688.42
MCNEIL INC.,01-East,737912200,2147.45,446.30,1701.15
MCNEIL INC.,01-East,754465000,2084.98,963.92,1121.06
MCNEIL INC.,01-East,777904301,2073.41,939.74,1133.67
MCNEIL INC.,01-East,780710000,2060.52,896.00,1164.52
MCNEIL INC.,01-East,733586400,2052.00,494.95,1557.05
MCNEIL INC.,01-East,740402402,2051.00,604.67,1446.33
MCNEIL INC.,01-East,739561000,2008.08,861.95,1146.13
MCNEIL INC.,01-East,779951023,1908.00,1617.58,290.42
MCNEIL INC.,01-East,727000440,1892.00,425.69,1466.31
MCNEIL INC.,01-East,754926000,1665.12,985.10,680.02
MCNEIL INC.,01-East,733505300,1650.00,425.73,1224.27
MCNEIL INC.,01-East,768021000,1613.50,409.11,1204.39
MCNEIL INC.,01-East,770720000,1536.80,56.55,1480.25
MCNEIL INC.,01-East,724281200,1480.00,386.57,1093.43
MCNEIL INC.,01-East,764861000,1449.88,454.62,995.26
MCNEIL INC.,01-East,764761000,1325.60,628.03,697.57
MCNEIL INC.,01-East,754065000,1130.64,527.04,603.60
MCNEIL INC.,01-East,768121000,1094.85,219.57,875.28
MCNEIL INC.,01-East,733505200,980.00,244.10,735.90
MCNEIL INC.,01-East,767990000,931.86,347.38,584.48
MCNEIL INC.,01-East,777650000,923.70,427.32,496.38
MCNEIL INC.,01-East,734851000,912.46,197.80,714.66
MCNEIL INC.,01-East,724281400,888.00,231.94,656.06
MCNEIL INC.,01-East,770830000,749.70,30.97,718.73
MCNEIL INC.,01-East,770212000,730.60,162.39,568.21
MCNEIL INC.,01-East,734990000,715.20,191.98,523.22
MCNEIL INC.,01-East,734810000,680.00,544.58,135.42
MCNEIL INC.,01-East,727000025,598.00,211.14,386.86
MCNEIL INC.,01-East,739521100,517.78,139.38,378.40
MCNEIL INC.,01-East,724003000,478.95,81.82,397.13
MCNEIL INC.,01-East,739390000,462.24,247.29,214.95
MCNEIL INC.,01-East,739450000,457.92,376.73,81.19
MCNEIL INC.,01-East,740123000,444.78,128.01,316.77
MCNEIL INC.,01-East,768750000,339.72,73.86,265.86
MCNEIL INC.,01-East,764781040,339.00,120.99,218.01
MCNEIL INC.,01-East,764561000,338.75,110.89,227.86
MCNEIL INC.,01-East,770260000,333.68,70.33,263.35
MCNEIL INC.,01-East,770270000,321.30,68.38,252.92
MCNEIL INC.,01-East,792702000,303.75,96.60,207.15
MCNEIL INC.,01-East,733525400,285.00,74.13,210.87
MCNEIL INC.,01-East,733525600,285.00,71.05,213.95
MCNEIL INC.,01-East,739541000,239.90,90.50,149.40
MCNEIL INC.,01-East,779957254,189.00,113.16,75.84
MCNEIL INC.,01-East,739681100,188.53,207.00,-18.47
MCNEIL INC.,01-East,779957258,167.04,89.70,77.34
MCNEIL INC.,01-East,770220000,151.20,28.44,122.76
MCNEIL INC.,01-East,777642000,121.60,50.36,71.24
MCNEIL INC.,01-East,733211050,114.00,55.91,58.09
MCT INDUSTRIES - GOV'T,01-East,791006850,25158.21,12064.32,13093.89
MCT INDUSTRIES - GOV'T,01-East,791006650,17177.68,8830.89,8346.79
MECHANICAL EQUIPMENT INC,01-East,734211200,3310.20,324.03,2986.17
MEGADIAMOND,01-East,777585000,295.00,9.07,285.93
"MEGTEC SYSTEMS, INC",01-East,754055000,4717.44,2791.82,1925.62
"MEGTEC SYSTEMS, INC",01-East,734651200,1219.62,74.00,1145.62
"MEGTEC SYSTEMS, INC",01-East,764522000,552.00,157.40,394.60
"MEGTEC SYSTEMS, INC",01-East,754045000,284.22,188.42,95.80
MERCER GASKET & SHIM,01-East,733202000,5107.20,1325.44,3781.76
MERIDEN MANUFACTURING INC,01-East,764461006,1196.00,83.13,1112.87
"MESTEK, INC.",01-East,724281200,500.00,89.08,410.92
METALCRAFT TECHNOLOGIES,01-East,764821000,1307.00,46.38,1260.62
METALLIZED CARBON,01-East,733725500,5204.00,1019.36,4184.64
METALLIZED CARBON,01-East,764521000,1933.00,79.77,1853.23
METAULLIC SYSTEMS DIV.,01-East,766121000,5103.50,1607.68,3495.82
METAULLIC SYSTEMS DIV.,01-East,777904301,1998.00,704.80,1293.20
METAULLIC SYSTEMS DIV.,01-East,764261000,1631.00,861.31,769.69
METAULLIC SYSTEMS DIV.,01-East,733511000,1087.50,665.61,421.89
METAULLIC SYSTEMS DIV.,01-East,764821000,962.50,355.61,606.89
METAULLIC SYSTEMS DIV.,01-East,733510000,561.25,397.57,163.68
METAULLIC SYSTEMS DIV.,01-East,764341000,516.00,287.84,228.16
METAULLIC SYSTEMS DIV.,01-East,772101000,222.00,57.90,164.10
METAULLIC SYSTEMS DIV.,01-East,733464500,130.00,59.04,70.96
METAULLIC SYSTEMS DIV.,01-East,771981000,103.20,31.30,71.90
METRO CIRCUITS,01-East,733464600,1520.00,163.88,1356.12
METRO SUPPLY CO.,01-East,735602000,216905.00,78191.65,138713.35
METRO SUPPLY CO.,01-East,735602110,9400.00,3500.26,5899.74
METRO SUPPLY CO.,01-East,764901000,8156.00,3151.78,5004.22
METRO SUPPLY CO.,01-East,735750000,6510.00,2781.80,3728.20
METRO SUPPLY CO.,01-East,764781000,4684.00,1859.60,2824.40
METRO SUPPLY CO.,01-East,764821000,3054.00,1125.98,1928.02
METRO SUPPLY CO.,01-East,764861000,1524.00,623.46,900.54
METSO PAPER USA INC.,01-East,764601000,7786.00,1806.92,5979.08
MICROCHIP TECHNOLOGY INC.,01-East,764221000,476.00,33.66,442.34
